query,intent,response,api_call.endpoint,api_call.parkCode
List the amenities at Roosevelt Campobello International Park,ParkAmenities,,amenities,roca
What kind of amenities can I find at Roosevelt Campobello International Park?,ParkAmenities,,amenities,roca
What services and facilities does Roosevelt Campobello International Park offer?,ParkAmenities,,amenities,roca
What amenities should I expect at Roosevelt Campobello International Park?,ParkAmenities,,amenities,roca
What conveniences are available at Roosevelt Campobello International Park?,ParkAmenities,,amenities,roca
What amenities does Roosevelt Campobello International Park have?,ParkAmenities,,amenities,roca
What facilities are provided at Roosevelt Campobello International Park?,ParkAmenities,,amenities,roca
What amenities exist at Alibates Flint Quarries National Monument?,ParkAmenities,,amenities,alfl
Tell me about the amenities at Alibates Flint Quarries National Monument,ParkAmenities,,amenities,alfl
What facilities are available at Alibates Flint Quarries National Monument?,ParkAmenities,,amenities,alfl
List the amenities at Alibates Flint Quarries National Monument,ParkAmenities,,amenities,alfl
What kind of amenities can I find at Alibates Flint Quarries National Monument?,ParkAmenities,,amenities,alfl
What services and facilities does Alibates Flint Quarries National Monument offer?,ParkAmenities,,amenities,alfl
What amenities should I expect at Alibates Flint Quarries National Monument?,ParkAmenities,,amenities,alfl
What conveniences are available at Alibates Flint Quarries National Monument?,ParkAmenities,,amenities,alfl
What amenities does Alibates Flint Quarries National Monument have?,ParkAmenities,,amenities,alfl
What facilities are provided at Alibates Flint Quarries National Monument?,ParkAmenities,,amenities,alfl
What amenities exist at Whitman Mission National Historic Site?,ParkAmenities,,amenities,whmi
Tell me about the amenities at Whitman Mission National Historic Site,ParkAmenities,,amenities,whmi
What facilities are available at Whitman Mission National Historic Site?,ParkAmenities,,amenities,whmi
List the amenities at Whitman Mission National Historic Site,ParkAmenities,,amenities,whmi
What kind of amenities can I find at Whitman Mission National Historic Site?,ParkAmenities,,amenities,whmi
What services and facilities does Whitman Mission National Historic Site offer?,ParkAmenities,,amenities,whmi
What amenities should I expect at Whitman Mission National Historic Site?,ParkAmenities,,amenities,whmi
What conveniences are available at Whitman Mission National Historic Site?,ParkAmenities,,amenities,whmi
What amenities does Whitman Mission National Historic Site have?,ParkAmenities,,amenities,whmi
What facilities are provided at Whitman Mission National Historic Site?,ParkAmenities,,amenities,whmi
What amenities exist at Canyon de Chelly National Monument?,ParkAmenities,,amenities,cach
Tell me about the amenities at Canyon de Chelly National Monument,ParkAmenities,,amenities,cach
What facilities are available at Canyon de Chelly National Monument?,ParkAmenities,,amenities,cach
List the amenities at Canyon de Chelly National Monument,ParkAmenities,,amenities,cach
What kind of amenities can I find at Canyon de Chelly National Monument?,ParkAmenities,,amenities,cach
What services and facilities does Canyon de Chelly National Monument offer?,ParkAmenities,,amenities,cach
What amenities should I expect at Canyon de Chelly National Monument?,ParkAmenities,,amenities,cach
What conveniences are available at Canyon de Chelly National Monument?,ParkAmenities,,amenities,cach
What amenities does Canyon de Chelly National Monument have?,ParkAmenities,,amenities,cach
What facilities are provided at Canyon de Chelly National Monument?,ParkAmenities,,amenities,cach
What amenities exist at Gettysburg National Military Park?,ParkAmenities,,amenities,gett
Tell me about the amenities at Gettysburg National Military Park,ParkAmenities,,amenities,gett
What facilities are available at Gettysburg National Military Park?,ParkAmenities,,amenities,gett
List the amenities at Gettysburg National Military Park,ParkAmenities,,amenities,gett
What kind of amenities can I find at Gettysburg National Military Park?,ParkAmenities,,amenities,gett
What services and facilities does Gettysburg National Military Park offer?,ParkAmenities,,amenities,gett
What amenities should I expect at Gettysburg National Military Park?,ParkAmenities,,amenities,gett
What conveniences are available at Gettysburg National Military Park?,ParkAmenities,,amenities,gett
What amenities does Gettysburg National Military Park have?,ParkAmenities,,amenities,gett
What facilities are provided at Gettysburg National Military Park?,ParkAmenities,,amenities,gett
What amenities exist at Nez Perce National Historical Park?,ParkAmenities,,amenities,nepe
Tell me about the amenities at Nez Perce National Historical Park,ParkAmenities,,amenities,nepe
What facilities are available at Nez Perce National Historical Park?,ParkAmenities,,amenities,nepe
List the amenities at Nez Perce National Historical Park,ParkAmenities,,amenities,nepe
What kind of amenities can I find at Nez Perce National Historical Park?,ParkAmenities,,amenities,nepe
What services and facilities does Nez Perce National Historical Park offer?,ParkAmenities,,amenities,nepe
What amenities should I expect at Nez Perce National Historical Park?,ParkAmenities,,amenities,nepe
What conveniences are available at Nez Perce National Historical Park?,ParkAmenities,,amenities,nepe
What amenities does Nez Perce National Historical Park have?,ParkAmenities,,amenities,nepe
What facilities are provided at Nez Perce National Historical Park?,ParkAmenities,,amenities,nepe
What amenities exist at Jewel Cave National Monument?,ParkAmenities,,amenities,jeca
Tell me about the amenities at Jewel Cave National Monument,ParkAmenities,,amenities,jeca
What facilities are available at Jewel Cave National Monument?,ParkAmenities,,amenities,jeca
List the amenities at Jewel Cave National Monument,ParkAmenities,,amenities,jeca
What kind of amenities can I find at Jewel Cave National Monument?,ParkAmenities,,amenities,jeca
What services and facilities does Jewel Cave National Monument offer?,ParkAmenities,,amenities,jeca
What amenities should I expect at Jewel Cave National Monument?,ParkAmenities,,amenities,jeca
What conveniences are available at Jewel Cave National Monument?,ParkAmenities,,amenities,jeca
What amenities does Jewel Cave National Monument have?,ParkAmenities,,amenities,jeca
What facilities are provided at Jewel Cave National Monument?,ParkAmenities,,amenities,jeca
What amenities exist at Shiloh National Military Park?,ParkAmenities,,amenities,shil
Tell me about the amenities at Shiloh National Military Park,ParkAmenities,,amenities,shil
What facilities are available at Shiloh National Military Park?,ParkAmenities,,amenities,shil
List the amenities at Shiloh National Military Park,ParkAmenities,,amenities,shil
What kind of amenities can I find at Shiloh National Military Park?,ParkAmenities,,amenities,shil
What services and facilities does Shiloh National Military Park offer?,ParkAmenities,,amenities,shil
What amenities should I expect at Shiloh National Military Park?,ParkAmenities,,amenities,shil
What conveniences are available at Shiloh National Military Park?,ParkAmenities,,amenities,shil
What amenities does Shiloh National Military Park have?,ParkAmenities,,amenities,shil
What facilities are provided at Shiloh National Military Park?,ParkAmenities,,amenities,shil
What amenities exist at Sequoia & Kings Canyon National Parks?,ParkAmenities,,amenities,seki
Tell me about the amenities at Sequoia & Kings Canyon National Parks,ParkAmenities,,amenities,seki
What facilities are available at Sequoia & Kings Canyon National Parks?,ParkAmenities,,amenities,seki
List the amenities at Sequoia & Kings Canyon National Parks,ParkAmenities,,amenities,seki
What kind of amenities can I find at Sequoia & Kings Canyon National Parks?,ParkAmenities,,amenities,seki
What services and facilities does Sequoia & Kings Canyon National Parks offer?,ParkAmenities,,amenities,seki
What amenities should I expect at Sequoia & Kings Canyon National Parks?,ParkAmenities,,amenities,seki
What conveniences are available at Sequoia & Kings Canyon National Parks?,ParkAmenities,,amenities,seki
What amenities does Sequoia & Kings Canyon National Parks have?,ParkAmenities,,amenities,seki
What facilities are provided at Sequoia & Kings Canyon National Parks?,ParkAmenities,,amenities,seki
What amenities exist at Honouliuli National Historic Site?,ParkAmenities,,amenities,hono
Tell me about the amenities at Honouliuli National Historic Site,ParkAmenities,,amenities,hono
What facilities are available at Honouliuli National Historic Site?,ParkAmenities,,amenities,hono
List the amenities at Honouliuli National Historic Site,ParkAmenities,,amenities,hono
What kind of amenities can I find at Honouliuli National Historic Site?,ParkAmenities,,amenities,hono
What services and facilities does Honouliuli National Historic Site offer?,ParkAmenities,,amenities,hono
What amenities should I expect at Honouliuli National Historic Site?,ParkAmenities,,amenities,hono
What conveniences are available at Honouliuli National Historic Site?,ParkAmenities,,amenities,hono
What amenities does Honouliuli National Historic Site have?,ParkAmenities,,amenities,hono
What facilities are provided at Honouliuli National Historic Site?,ParkAmenities,,amenities,hono
What amenities exist at Wind Cave National Park?,ParkAmenities,,amenities,wica
Tell me about the amenities at Wind Cave National Park,ParkAmenities,,amenities,wica
What facilities are available at Wind Cave National Park?,ParkAmenities,,amenities,wica
List the amenities at Wind Cave National Park,ParkAmenities,,amenities,wica
What kind of amenities can I find at Wind Cave National Park?,ParkAmenities,,amenities,wica
What services and facilities does Wind Cave National Park offer?,ParkAmenities,,amenities,wica
What amenities should I expect at Wind Cave National Park?,ParkAmenities,,amenities,wica
What conveniences are available at Wind Cave National Park?,ParkAmenities,,amenities,wica
What amenities does Wind Cave National Park have?,ParkAmenities,,amenities,wica
What facilities are provided at Wind Cave National Park?,ParkAmenities,,amenities,wica
What amenities exist at The White House and President's Park?,ParkAmenities,,amenities,whho
Tell me about the amenities at The White House and President's Park,ParkAmenities,,amenities,whho
What facilities are available at The White House and President's Park?,ParkAmenities,,amenities,whho
List the amenities at The White House and President's Park,ParkAmenities,,amenities,whho
What kind of amenities can I find at The White House and President's Park?,ParkAmenities,,amenities,whho
What services and facilities does The White House and President's Park offer?,ParkAmenities,,amenities,whho
What amenities should I expect at The White House and President's Park?,ParkAmenities,,amenities,whho
What conveniences are available at The White House and President's Park?,ParkAmenities,,amenities,whho
What amenities does The White House and President's Park have?,ParkAmenities,,amenities,whho
What facilities are provided at The White House and President's Park?,ParkAmenities,,amenities,whho
What amenities exist at Yukon - Charley Rivers National Preserve?,ParkAmenities,,amenities,yuch
Tell me about the amenities at Yukon - Charley Rivers National Preserve,ParkAmenities,,amenities,yuch
What facilities are available at Yukon - Charley Rivers National Preserve?,ParkAmenities,,amenities,yuch
List the amenities at Yukon - Charley Rivers National Preserve,ParkAmenities,,amenities,yuch
What kind of amenities can I find at Yukon - Charley Rivers National Preserve?,ParkAmenities,,amenities,yuch
What services and facilities does Yukon - Charley Rivers National Preserve offer?,ParkAmenities,,amenities,yuch
What amenities should I expect at Yukon - Charley Rivers National Preserve?,ParkAmenities,,amenities,yuch
