query,intent,api_call.endpoint,api_call.parkCode
What amenities exist at Presidio of San Francisco?,amenities,amenities,prsf
Tell me about the amenities at Presidio of San Francisco,amenities,amenities,prsf
What facilities are available at Presidio of San Francisco?,amenities,amenities,prsf
List the amenities at Presidio of San Francisco,amenities,amenities,prsf
What kind of amenities can I find at Presidio of San Francisco?,amenities,amenities,prsf
What services and facilities does Presidio of San Francisco offer?,amenities,amenities,prsf
What amenities should I expect at Presidio of San Francisco?,amenities,amenities,prsf
What conveniences are available at Presidio of San Francisco?,amenities,amenities,prsf
What amenities does Presidio of San Francisco have?,amenities,amenities,prsf
What facilities are provided at Presidio of San Francisco?,amenities,amenities,prsf
What amenities exist at Prince William Forest Park?,amenities,amenities,prwi
Tell me about the amenities at Prince William Forest Park,amenities,amenities,prwi
What facilities are available at Prince William Forest Park?,amenities,amenities,prwi
List the amenities at Prince William Forest Park,amenities,amenities,prwi
What kind of amenities can I find at Prince William Forest Park?,amenities,amenities,prwi
What services and facilities does Prince William Forest Park offer?,amenities,amenities,prwi
What amenities should I expect at Prince William Forest Park?,amenities,amenities,prwi
What conveniences are available at Prince William Forest Park?,amenities,amenities,prwi
What amenities does Prince William Forest Park have?,amenities,amenities,prwi
What facilities are provided at Prince William Forest Park?,amenities,amenities,prwi
What amenities exist at Pullman National Historical Park?,amenities,amenities,pull
Tell me about the amenities at Pullman National Historical Park,amenities,amenities,pull
What facilities are available at Pullman National Historical Park?,amenities,amenities,pull
List the amenities at Pullman National Historical Park,amenities,amenities,pull
What kind of amenities can I find at Pullman National Historical Park?,amenities,amenities,pull
What services and facilities does Pullman National Historical Park offer?,amenities,amenities,pull
What amenities should I expect at Pullman National Historical Park?,amenities,amenities,pull
What conveniences are available at Pullman National Historical Park?,amenities,amenities,pull
What amenities does Pullman National Historical Park have?,amenities,amenities,pull
What facilities are provided at Pullman National Historical Park?,amenities,amenities,pull
What amenities exist at Puʻuhonua o Hōnaunau National Historical Park?,amenities,amenities,puho
Tell me about the amenities at Puʻuhonua o Hōnaunau National Historical Park,amenities,amenities,puho
What facilities are available at Puʻuhonua o Hōnaunau National Historical Park?,amenities,amenities,puho
List the amenities at Puʻuhonua o Hōnaunau National Historical Park,amenities,amenities,puho
What kind of amenities can I find at Puʻuhonua o Hōnaunau National Historical Park?,amenities,amenities,puho
What services and facilities does Puʻuhonua o Hōnaunau National Historical Park offer?,amenities,amenities,puho
What amenities should I expect at Puʻuhonua o Hōnaunau National Historical Park?,amenities,amenities,puho
What conveniences are available at Puʻuhonua o Hōnaunau National Historical Park?,amenities,amenities,puho
What amenities does Puʻuhonua o Hōnaunau National Historical Park have?,amenities,amenities,puho
What facilities are provided at Puʻuhonua o Hōnaunau National Historical Park?,amenities,amenities,puho
What amenities exist at Puʻukoholā Heiau National Historic Site?,amenities,amenities,puhe
Tell me about the amenities at Puʻukoholā Heiau National Historic Site,amenities,amenities,puhe
What facilities are available at Puʻukoholā Heiau National Historic Site?,amenities,amenities,puhe
List the amenities at Puʻukoholā Heiau National Historic Site,amenities,amenities,puhe
What kind of amenities can I find at Puʻukoholā Heiau National Historic Site?,amenities,amenities,puhe
What services and facilities does Puʻukoholā Heiau National Historic Site offer?,amenities,amenities,puhe
What amenities should I expect at Puʻukoholā Heiau National Historic Site?,amenities,amenities,puhe
What conveniences are available at Puʻukoholā Heiau National Historic Site?,amenities,amenities,puhe
What amenities does Puʻukoholā Heiau National Historic Site have?,amenities,amenities,puhe
What facilities are provided at Puʻukoholā Heiau National Historic Site?,amenities,amenities,puhe
What amenities exist at Rainbow Bridge National Monument?,amenities,amenities,rabr
Tell me about the amenities at Rainbow Bridge National Monument,amenities,amenities,rabr
What facilities are available at Rainbow Bridge National Monument?,amenities,amenities,rabr
List the amenities at Rainbow Bridge National Monument,amenities,amenities,rabr
What kind of amenities can I find at Rainbow Bridge National Monument?,amenities,amenities,rabr
What services and facilities does Rainbow Bridge National Monument offer?,amenities,amenities,rabr
What amenities should I expect at Rainbow Bridge National Monument?,amenities,amenities,rabr
What conveniences are available at Rainbow Bridge National Monument?,amenities,amenities,rabr
What amenities does Rainbow Bridge National Monument have?,amenities,amenities,rabr
What facilities are provided at Rainbow Bridge National Monument?,amenities,amenities,rabr
What amenities exist at Reconstruction Era National Historical Park?,amenities,amenities,reer
Tell me about the amenities at Reconstruction Era National Historical Park,amenities,amenities,reer
What facilities are available at Reconstruction Era National Historical Park?,amenities,amenities,reer
List the amenities at Reconstruction Era National Historical Park,amenities,amenities,reer
What kind of amenities can I find at Reconstruction Era National Historical Park?,amenities,amenities,reer
What services and facilities does Reconstruction Era National Historical Park offer?,amenities,amenities,reer
What amenities should I expect at Reconstruction Era National Historical Park?,amenities,amenities,reer
What conveniences are available at Reconstruction Era National Historical Park?,amenities,amenities,reer
What amenities does Reconstruction Era National Historical Park have?,amenities,amenities,reer
What facilities are provided at Reconstruction Era National Historical Park?,amenities,amenities,reer
What amenities exist at Redwood National and State Parks?,amenities,amenities,redw
Tell me about the amenities at Redwood National and State Parks,amenities,amenities,redw
What facilities are available at Redwood National and State Parks?,amenities,amenities,redw
List the amenities at Redwood National and State Parks,amenities,amenities,redw
What kind of amenities can I find at Redwood National and State Parks?,amenities,amenities,redw
What services and facilities does Redwood National and State Parks offer?,amenities,amenities,redw
What amenities should I expect at Redwood National and State Parks?,amenities,amenities,redw
What conveniences are available at Redwood National and State Parks?,amenities,amenities,redw
What amenities does Redwood National and State Parks have?,amenities,amenities,redw
What facilities are provided at Redwood National and State Parks?,amenities,amenities,redw
What amenities exist at Richmond National Battlefield Park?,amenities,amenities,rich
Tell me about the amenities at Richmond National Battlefield Park,amenities,amenities,rich
